id,name,type,formart,description
25,dt_liquidacao,TIMESTAMP(6),2020-08-20,Data da Liquidação
26,vl_quantidade,"DECIMAL(25,10)",3574755.226,Quantidade de Cotas
27,vl_ativo,"DECIMAL(25,10)",2.79739433,Valor do Ativo
28,vl_quantidade_antes,"DECIMAL(25,10)",71438109.63,Quantidade de Cotas Antes
29,vl_operacao,"DECIMAL(17,2)",10000000,Valor da Operação
30,vl_quantidade_apos,"DECIMAL(25,10)",75012864.85,Quantidade de Cotas Depois
31,dt_mes_bimestre,"DECIMAL(2,0)",,
32,no_segmento,VARCHAR(80) CHARACTER SET UNICODE,Renda Fixa,Segmento da Aplicação
33,no_tipo_ativo,VARCHAR(60) CHARACTER SET UNICODE,"FI 100% títulos TN - Art. 7º, I, b",Tipo do Ativo da Aplicação
34,pc_cmn,VARCHAR(30) CHARACTER SET UNICODE,,
35,id_ativo,VARCHAR(50) CHARACTER SET UNICODE,,
36,no_fundo,VARCHAR(8000) CHARACTER SET UNICODE,BB PREVIDENCIÁRIO RENDA FIXA FLUXO FUNDO DE. INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,Razão Social do Fundo de Investimento Analisado
37,qt_rpps,VARCHAR(8001) CHARACTER SET UNICODE,,
38,vl_atual_ativo,VARCHAR(8001) CHARACTER SET UNICODE,,
39,vl_total_atual,VARCHAR(8001) CHARACTER SET UNICODE,,
40,pc_rpps,VARCHAR(8001) CHARACTER SET UNICODE,,
41,vl_patrimonio,VARCHAR(8001) CHARACTER SET UNICODE,,
42,pc_patrimonio,VARCHAR(8001) CHARACTER SET UNICODE,,
43,dt_envio,TIMESTAMP(6),2021-03-31 14:15:05,Data de Envio do Demonstrativo
44,no_objeto_contratacao,VARCHAR(50) CHARACTER SET UNICODE,Consultor de Valores Mobiliarios,Forma de Gestão dos Recursos dos RPPS
45,dt_assinatura_contrato,TIMESTAMP(6),2018-03-31 14:15:05,Data de Assinatura do Contrato
46,nr_prazo_vigencia,CHAR(5) CHARACTER SET UNICODE,12,Prazo de Vigencia (Meses)
47,vl_mensal_contrato,"DECIMAL(17,2)",780.00,Valor Contratual Mensal (R$)
48,nr_processo,VARCHAR(100) CHARACTER SET UNICODE,001/2016,Número/ Identificação do Processo Administrativo
49,no_modalidade_licitacao,VARCHAR(50) CHARACTER SET UNICODE,Tomada de Precos,Modalidade do Procedimetno de Licitação
50,tp_licitacao,VARCHAR(30) CHARACTER SET UNICODE,Menor Preco,Tipo de Licitação
51,dt_registro_responsavel,TIMESTAMP(6),2019-03-31 14:15:05,Data de Registro do Responsável Técnico
52,no_pessoa_representante,VARCHAR(150) CHARACTER SET UNICODE,Luiz Souza,Nome do Representante Legal
53,no_pessoa_responsavel,VARCHAR(150) CHARACTER SET UNICODE,José da Silva,Nome do Responsável Técnico
54,nr_cnpj_empresa,CHAR(14) CHARACTER SET UNICODE,30822936000169,Número do CNPJ da Instituição Credenciada
55,no_empresa,VARCHAR(150) CHARACTER SET UNICODE,Banco do Brasil Gestão de Recursos DTVM S.A,Razão Social da Instituição Credenciada
56,nr_cnpj_fundo,CHAR(14) CHARACTER SET UNICODE,13077415000105,Numero do CNPJ do Fundo de Investimento Analisado
57,dt_analise,TIMESTAMP(6),2020-02-12 00:00:00,Data da Análise do Fundo do Investimento
58,nr_norma_fundamento,VARCHAR(20) CHARACTER SET UNICODE,8,Numero do Fundamento Legal de Criação
59,dt_norma_fundamento,TIMESTAMP(6),2012-05-08 14:15:05,Data do Fundamento Legal de Criação
60,te_dispositivo_norma,VARCHAR(20) CHARACTER SET UNICODE,Art 1,Dispositivo do Fundamento Legal de Criação
61,no_tipo_norma,VARCHAR(20) CHARACTER SET UNICODE,Lei,Tipo do Fundamento Legal de Criação
62,no_pessoa,VARCHAR(150) CHARACTER SET UNICODE,José da Silva,Nome da Pessoa
63,no_cargo,VARCHAR(50) CHARACTER SET UNICODE,Assessor Financeiro,Cargo da Pessoa
64,tp_vinculo,VARCHAR(50) CHARACTER SET UNICODE,Servidor Efetivo,Tipo do Vínculo da Pessoa
65,no_vinculo_representatividade,VARCHAR(50) CHARACTER SET UNICODE,Servidor,Vinculo/Representatividade da Pessoa
66,no_orgao_entidade,VARCHAR(100) CHARACTER SET UNICODE,RPPS,Nome do Órgão/Entidade da Pessoa
67,no_atribuicao,VARCHAR(100) CHARACTER SET UNICODE,Gestor de Recursos do RPPS,Atribuição da Pessoa
68,no_entidade_governanca,VARCHAR(50) CHARACTER SET UNICODE,Comitê de Investimentos do RPPS,Nome Identificador da Governança
69,te_ato_inicio_atuacao,VARCHAR(50) CHARACTER SET UNICODE,Decreto,Ato de Início da Atuação da Pessoa
70,dt_inicio_atuacao,TIMESTAMP(6),2014-05-08 14:15:05,Data de Início de Atuação da Pessoa
71,te_ato_fim_atuacao,VARCHAR(50) CHARACTER SET UNICODE,Decreto,Ato de Término da Atuação da Pessoa
72,dt_fim_atuacao,TIMESTAMP(6),2020-05-08 14:15:05,Data de Término de Atuação da Pessoa
73,no_tipo_certificacao,VARCHAR(50),CGRPPS,Tipo de Certificado da Pessoa
74,dt_validade_certificacao,TIMESTAMP(6),2018-05-08 14:15:05,Data de Validade da Certificação da Pessoa
75,no_entidade_certificadora,VARCHAR(5100) CHARACTER SET UNICODE,ANBIMA,Entidade Certificadora da Certificação Emitida para a Pessoa
76,nr_cnpj_certificadora,CHAR(14) CHARACTER SET UNICODE,00111222333344,Número do CNPJ da Entidade Certificadora
77,te_finalidade,VARCHAR(50) CHARACTER SET UNICODE,ENCERRAMENTO_MES,Finalidade do DAIR
78,te_justificativa,VARCHAR(2000) CHARACTER SET UNICODE,Alteração e inclusão de dados,Justificativa de Finalidade do DAIR (Intermediário)
1082,codigo,string,,Código da emenda
79,dt_posicao,TIMESTAMP(6),2021-01-31 00:00:00,Data de Posição da Carteira
1016,dataIdaDe,string,DD/MM/AAAA,Data de ida a partir de (DD/MM/AAAA)
1017,dataIdaAte,string,DD/MM/AAAA,Data de ida até (DD/MM/AAAA)
1018,dataRetornoDe,string,DD/MM/AAAA,Data de retorno a partir de (DD/MM/AAAA)
1019,dataRetornoAte,string,DD/MM/AAAA,Data de retorno até (DD/MM/AAAA)
1020,codigoOrgao,string,,Código do Órgão (SIAFI)
1021,pagina,integer($int32),,"Página consultada, default value: 1"
1022,id,integer($int32),,ID do registro
1023,cpf,string,,CPF
1024,codigoOrgaoSiafiOcupante,string,,Código do Órgão (SIAFI)
1025,cpfOcupante,string,,CPF Ocupante
1026,dataInicioOcupacao,string,DD/MM/AAAA,Data início ocupação(DD/MM/AAAA)
1027,dataFimOcupacao,string,DD/MM/AAAA,Data fim ocupação (DD/MM/AAAA)
1028,codigoOrgaoSiafiResponsavelGestao,string,,Código do Órgão (SIAFI)
1029,situacao,string,,Situação Imóvel
1030,regiao,string,,Região
1031,cep,string,,CEP
1032,endereco,string,,Endereço
1033,tipoServidor,integer($int32),Civil=1 ou Militar=2,Tipo do Servidor (Civil=1 ou Militar=2)
1034,situacaoServidor,integer($int32),"Ativo=1, Inativo=2 ou Pensionista=3","Situação do Servidor (Ativo=1, Inativo=2 ou Pensionista=3)"
1035,cpf,string,,CPF do Servidor
1036,nome,string,,Nome do Servidor
1037,codigoFuncaoCargo,string,,Código da Função ou Cargo de Confiança
1038,orgaoServidorExercicio,string,,Código Órgão Exercício (SIAPE)
1039,orgaoServidorLotacao,string,,Código Órgão Lotação (SIAPE)
1040,id,integer($int32),,idServidorAposentadoPensionista
1041,mesAno,integer($int32),AAAAMM,Mês e Ano de referência (AAAAMM)
1042,orgaoLotacao,string,,Código Órgão Lotação (SIAPE)
1043,orgaoExercicio,string,,Código Órgão Exercício (SIAPE)
1044,licenca,integer($int32),,Sim: 1; Não: 0
1045,descricaoFuncao,string,,Descrição da Função
1046,dataInicioExercicioDe,string,DD/MM/AAAA,"Data início do exercício, período inicial (DD/MM/AAAA)"
1047,datInicioExercicioAte,string,DD/MM/AAAA,"Data início do exercício, período final (DD/MM/AAAA)"
1048,dataFimExercicioDe,string,DD/MM/AAAA,"Data fim do exercício, período inicial (DD/MM/AAAA)"
1049,datFimExercicioAte,string,DD/MM/AAAA,"Data fim do exercício, período final (DD/MM/AAAA)"
1050,codigoIbge,string,,Código IBGE
1051,codigo,string,,CPF/NIS
1052,nis,string,,nis
1053,anoMesReferencia,integer($int32),,anoMesReferencia
1054,anoMesCompetencia,integer($int32),,anoMesCompetencia
1055,codigoBeneficiario,string,,CPF/NIS Beneficiário
1056,codigoResponsavelFamiliar,string,,CPF/NIS Responsável Familiar
1057,nomeSiglaUF,string,,Nome ou Sigla UF
1058,cnpj,string,,CNPJ
1059,beneficiarioNomeFantasia,string,,Beneficiário/Nome Fantasia
1060,codigo,string,,Código do Órgão (SIAPE)
1061,descricaoFuncao,string,,Descrição do Órgão (SIAPE)
1062,codigo,string,,Código do Órgão (SIAFI)
1063,descricaoFuncao,string,,Descrição do Órgão (SIAFI)
1064,cnpjEmitente,string,,CNPJ do emitente
1065,codigoOrgao,string,,Código do Órgão (SIAFI)
1066,nomeProduto,string,,Nome do produto
1067,chaveUnicaNotaFiscal,string,,Chave única da nota fiscal
1068,dataInicial,string,,Data de abertura inicial (DD/MM/AAAA)
1069,dataFinal,string,,Data de abertura final (DD/MM/AAAA)
1070,id,string,,ID do registro
1071,codigoUG,string,,Código da Unidade Gestora
1072,numero,string,NNNNNAAAA,Número da Licitação (NNNNNAAAA)
1073,codigoModalidade,string,,Código da Modalidade da Licitação
1074,processo,string,,Número do Processo
1075,codigoEmenda,string,,Código da Emenda
1076,numeroEmenda,string,,Número da emenda
1077,nomeAutor,string,,Nome do Autor
1078,tipoEmenda,string,,Tipo de emenda
1079,ano,integer($int32),,Ano
1080,codigoFuncao,string,,Código da função
1081,codigoSubfuncao,string,,Código da subfunção
1083,mesAnoInicio,string,MM/AAAA,Mês ano início (MM/AAAA)
1084,mesAnoFim,string,MM/AAAA,Mês ano fim (MM/AAAA)
1085,nomeFavorecido,string,,Nome Favorecido
1086,codigoFavorecido,string,,"CNPJ / CPF / Código do favorecido
"
1087,tipoFavorecido,string,,Tipo de favorecido
1088,uf,string,,Sigla UF
1089,codigoIBGE,string,,Município
1090,orgaoSuperior,string,,Órgão superior (código SIAFI)
1091,orgao,string,,Órgão/Entidade vinculada (código SIAFI)
1092,unidadeGestora,string,,Unidade gestora (código SIAFI)
1093,ano,integer($int32),AAAA,Ano da despesa (AAAA)
1094,funcao,string,,Função (código SIAFI)
1095,subfuncao,string,,Subfunção (código SIAFI)
1096,programa,string,,Programa (código SIAFI)
1097,acao,string,,Ação (código SIAFI)
1098,grupoDespesa,string,,Grupo Despesa (código SIAFI)
1099,elementoDespesa,string,,Elemento Despesa (código SIAFI)
1100,modalidadeAplicacao,string,,Modalidade de Aplicação (código SIAFI)
1101,idPlanoOrcamentario,integer($int32),,Id Plano orçamentário
1102,codPlanoOrcamentario,string,,Código Plano Orçamentária
1103,descPlanoOrcamentario,string,,Descrição Plano Orçamentário
1104,codPOIdentfAcompanhamento,string,,Identificado de acompanhamento
1105,ano,integer($int32),,Ano
1106,codigoDocumento,string,,Código do empenho (Unidade Gestora + Gestão + Número do documento)
1107,"sequencial ",integer($int32),,Número sequencial do item de empenho
1108,"fase ",integer($int32),"2 - Liquidação, 3 - Pagamento","Fase da despesa (2 - Liquidação, 3 - Pagamento)"
1109,unidadeGestora,string,,Unidade gestora emitente (código SIAFI)
1110,gestao,string,,Gestão (código SIAFI)
1111,dataEmissao,string,DD/MM/AAAA,Data de emissão (DD/MM/AAAA)
1112,codigo,string,,Código do registro
1113,codigoPessoa,string,,"Código do Favorecido (CPF, CNPJ ou código do SIAFI)"
1114,ug,string,,Código da unidade gestora emissora do documento
1115,ordenacaoResultado,integer($int32),"1 - Valor Ascendente, 2 - Valor Descendente, 3 - Data Ascendente, 4 - Data Descendente","Ordenação de Resultado (1 - Valor Ascendente, 2 - Valor Descendente, 3 - Data Ascendente, 4 - Data Descendente)
"
1116,mesAno,integer($int32),AAAAMM,Mês e Ano (AAAAMM)
1117,codigoOrgao,string,,Órgão (código SIAFI)
1118,tipoTransferencia,integer($int32),,ID do Tipo de Transferência
1119,uf,string,,Sigla UF
1120,codigoIbge,string,,Município
1121,"pagina ",integer($int32),,Página consultada
1122,mesAnoLancamento,integer($int32),AAAAMM,Mês e Ano de lançamento (AAAAMM)
1123,dataInicial,string,DD/MM/AAAA,Data referência início (DD/MM/AAAA)
1124,dataFinal,string,DD/MM/AAAA,Data referência fim (DD/MM/AAAA)
1125,dataUltimaLiberacaoInicial,string,DD/MM/AAAA,Data da última liberação de recurso início (DD/MM/AAAA)
1126,dataUltimaLiberacaoFinal,string,DD/MM/AAAA,Data da última liberação de recurso fim (DD/MM/AAAA)
1127,dataVigenciaInicial,string,DD/MM/AAAA,Data de vigência início (DD/MM/AAAA)
1128,dataVigenciaFinal,string,DD/MM/AAAA,Data de vigência fim (DD/MM/AAAA)
1129,convenente,string,,Convenente
1130,tipoConvenente,string,,Tipo de Convenente
1131,numero,string,,Número do convênio
1132,numeroOriginal,string,,Número original do convênio
1133,codigoOrgao,string,,Código do Órgão (SIAFI)
1134,uf,string,,Sigla UF
1135,codigoIBGE,string,,Município (Código IBGE)
1136,situacao,string,,Código Situação
1137,tipoInstrumento,string,,Código Tipo de Instrumento
1138,funcao,string,,Código Função
1139,subfuncao,string,,Código Subfunção
1140,valorLiberadoDe,string,"Formato: 1.000,00","Valor liberado de (Formato: 1.000,00)"
1141,valorLiberadoAte,string,"Formato: 1.000,00","Valor liberado até (Formato: 1.000,00)"
1142,valorTotalDe,string,"Formato: 1.000,00","Valor total de (Formato: 1.000,00)"
1143,valorTotalAte,string,"Formato: 1.000,00","Valor total até (Formato: 1.000,00)"
1144,"pagina ",integer($int32),,Página consultada
1145,numeroProcesso,string,,Número do processo
1146,id,integer($int32),,ID do registro
1147,dataInicial,string,DD/MM/AAAA,Data vigência início (DD/MM/AAAA)
1148,dataFinal,string,DD/MM/AAAA,Data vigência fim (DD/MM/AAAA)
1149,codigoOrgao,string,,Código do Órgão (SIAFI)
1150,processo,string,,Número do processo
1151,numero,string,,Número do contrato
1152,"cpfCnpj ",string,,CPF/CNPJ do Fornecedor
1153,codigoSancionado,string,,CNPJ ou CPF do Sancionado
1154,nomeSancionado,string,,"Nome, nome fantasia ou razão social do Sancionado"
1155,orgaoSancionador,string,,"Órgão Sancionador
"
1156,dataInicialSancao,string,DD/MM/AAAA,Data Inicial da Sanção (DD/MM/AAAA)
1157,dataFinalSancao,string,DD/MM/AAAA,Data Final da Sanção (DD/MM/AAAA)
1158,cnpjSancionado,string,,CNPJ do Sancionado
1159,ufSancionado,string,,UF do Sancionado (sigla)
1160,orgaoEntidade,string,,Órgão/Entidade
1161,cpfSancionado,string,,CPF do sancionado
1162,orgaoLotacao,string,,Órgão de lotação
1163,dataPublicacaoInicio,string,,Data publicação início (DD/MM/AAAA)
1164,dataPublicacaoFim,string,,Data publicação fim (DD/MM/AAAA)
1165,situacao,string,,Situação do acordo
1166,mesExtratoInicio,string,MM/AAAA,Mês extrato início (MM/AAAA)
1167,mesExtratoFim,string,MM/AAAA,Mês extrato fim (MM/AAAA)
1168,dataTransacaoInicio,string,DD/MM/AAAA,Data transação início (DD/MM/AAAA)
1169,dataTransacaoFim,string,DD/MM/AAAA,Data transação fim (DD/MM/AAAA)
1170,tipoCartao,integer($int32),CPGF=1 ou CPCC=2 ou CPDC=3,Tipo de cartão (CPGF=1 ou CPCC=2 ou CPDC=3)
1171,codigoOrgao,string,,Órgão/Entidade (Código SIAFI)
1172,cpfPortador,string,,Portador (CPF)
1173,cpfCnpjFavorecido,string,,Favorecido (CPF/CNPJ)
1174,valorDe,string,"####,##","Valor de (####,##)"
1175,valorAte,string,"####,##","Valor até (####,##)"
939,"PRONAC ",STRING,,Número do PRONAC
940,format,STRING,,Formato de retorno
941,limit,INTEGER,,Número de projetos a serem retornados
942,offset,INTEGER,,Número de paginação de resultados
943,proponente,STRING,,Nome do proponente do projeto (valor exato ou parcial)
944,proponente_id,STRING,,id de identificacao do proponente
945,cgccpf,STRING,,Cgc/Cpf do proponente
946,nome,STRING,,Nome do projeto (valor exato ou parcial)
947,area,STRING,,Código da Área do projeto
948,segmento,STRING,,Código do Segmento do projeto
949,UF,STRING,EE,Estado de origem
950,ano_projeto,STRING,Formato AA,Ano em que o projeto foi apresentado em dois dígitos
951,data_inicio,STRING,formato AAAA-MM-DD,Data de início
952,data_termino,STRING,formato AAAA-MM-DD,Data de finalização
953,data_inicio_min,STRING,formato AAAA-MM-DD,Data de início mínimo
954,data_inicio_max,STRING,formato AAAA-MM-DD,Data de início máximo
955,data_termino_min,STRING,formato AAAA-MM-DD,Data de término mínimo
956,data_termino_max,STRING,formato AAAA-MM-DD,Data de término máximo
957,sort,STRING,,"Ordenar a busca por um dos campos : PRONAC, ano_projeto, data_inicio, data_termino, valor_solicitado, outras_fontes, valor_captado, valor_proposta, valor_aprovado, valor_projeto. Formato: sort=CAMPO ou sort=CAMPO:asc ou ainda sort=CAMPO:desc. Padrão : ano_projeto:desc"
958,proposta_id,STRING,,id da proposta
959,Incentivador_id,STRING,,id de identificacao do incentivador
960,municipio,STRING,,Cidade do incentivador (valor exato ou parcial)
961,tipo_pessoa,STRING,,Tipo de pessoa
962,fornecedor_id,STRING,,id de identificacao do fornecedor
80,te_motivo_retificacao,VARCHAR(100) CHARACTER SET UNICODE,Iniciativa Própria,Motivo de Retificação
81,te_descricao_retificacao,VARCHAR(150) CHARACTER SET UNICODE,Correção da Data da Certificação,Descrição do Motivo da Retificação (Outro)
82,te_justicativa_retificacao,VARCHAR(2000) CHARACTER SET UNICODE,Ajuste nas disponibilidades,Justificativa da Retificação
83,tp_instituicao,VARCHAR(50) CHARACTER SET UNICODE,,
84,ds_descricao,VARCHAR(150) CHARACTER SET UNICODE,,
85,dt_termo_analise,TIMESTAMP(6),,
86,no_orgao,VARCHAR(100) CHARACTER SET UNICODE,Colegiado Deliberativo do RPPS,Nome do Órgão
87,dt_reuniao,TIMESTAMP(6),2018-03-31 14:15:05,Data da Reunião
88,te_local_reuniao,VARCHAR(100) CHARACTER SET UNICODE,Sala do RPPS,Local da Reunião
89,te_principais_liberacoes,VARCHAR(2000) CHARACTER SET UNICODE,Análise e aprovação do demonstrativo trimestral.,Principais Liberações da Reunião
90,idrubrica,INTEGER,,
91,no_plano,CHAR(20),,
92,nr_cnpj_orgao,"DECIMAL(14,0)",,
93,id_rubrica,"DECIMAL(4,0)",,
94,no_rubrica,VARCHAR(50) CHARACTER SET UNICODE,,
95,te_rubrica,VARCHAR(400) CHARACTER SET UNICODE,,
96,vl_rubrica,VARCHAR(8001) CHARACTER SET UNICODE,,
97,dt_exercicio,"DECIMAL(4,0)",2019,Exercício do Demonstrativo
98,te_situacao,VARCHAR(80) CHARACTER SET UNICODE,Documentos digitalizados enviados,Situação do Demonstrativo
99,tp_plano,VARCHAR(30),Previdenciário,Tipo de Plano
100,tp_massa,VARCHAR(30),Civil,Tipo de Massa
101,nr_codigo,INTEGER,1003,Código Tipo de Norma (tabela interna)
102,nr_base_calculo,"DECIMAL(5,0)",10101,Código Base de Cálculo (Tabela Interna)
103,no_base_calculo,VARCHAR(200) CHARACTER SET UNICODE,Total das Remunerações de Contribuição dos Servidores Ativos,Descrição
104,cd_comparativo,"DECIMAL(5,0)",21001,Código Tab. Interna Comparativo
105,ds_comparativo,VARCHAR(70),Contribuição Normal - Ente Federativo,Descrição do Comparativo
106,te_ano_avaliacao_mais_um,VARCHAR(100),15.45,Ano de Avaliação + 1
337,ano,integer,,Número corresponde ao ano do lançamento contábil.
338,mês,integer,,Número corresponde ao mês do lançamento contábil (1 a 12)
339,natureza_juridica,integer,,Número correspondente a natureza jurídica do Órgão (1 - Empresa Pública; 2 - Fundação Pública; 3 - Administração Direta; 4 - Autarquia; 6 - Sociedade de Economia Mista).
340,organizacao_n1,string,,"Número correspondente a Unidade organizacional a nível dos Ministérios e da AGU, conforme codificação SIORG."
341,organizacao_n2,string,,"Número correspondente a Unidade organizacional a um nível abaixo dos Ministérios e da AGU, conforme codificação SIORG.."
342,organizacao_n3,string,,"Número correspondente a Unidade organizacional a dois níveis abaixo dos Ministérios e da AGU, conforme codificação SIORG.."
343,uf,string,,Unidade da Federação do ente da Federação interessadi ni PVL
344,tipo_interrado,string,,Tipo de ente da Federação interessado no PVL
345,id_ente,integer,,Código IBGE do Ente interessado.
346,id_pleito,integer,,Código de identificação no banco de dados do PVL consultado
347,id_ente,integer,,Código IBGE do Ente
348,an_referencia,integer,,Exercício de  referência
349,nr_periodo,integer,,"Bimestre de referência do relatório dentro de um exercício. Available values : 1, 2, 3, 4, 5, 6"
350,"co_tipo_demonstrativo ",String,,"Tipo do Demonstrativo. RREO Simplificado aplica-se apenas aos municípios com menos de 50 mil habitantes que optaram pela publicação simplificada. Available values : RREO, RREO Simplificado"
351,no_anexo,string,,"Os diversos demonstrativos do RREO são agrupados em anexos. Available values : RREO-Anexo 01, RREO-Anexo 02, RREO-Anexo 03, RREO-Anexo 04, RREO-Anexo 04 - RGPS, RREO-Anexo 04 - RPPS, RREO-Anexo 04.0 - RGPS, RREO-Anexo 04.1, RREO-Anexo 04.2, RREO-Anexo 04.3 - RGPS, RREO-Anexo 05, RREO-Anexo 06, RREO"
352,co_esfera,string,,"Filtro de esfera M = Municípios, E = Estados e DF, U = União e C = Consórcio Available values : M, E, U, C"
353,in_periodicidade,string,,"Periodicidade de publicação do relatório S = Semestral ou Q = quadrimestral. A periodicidade semestral aplica-se apenas aos municípios com menos de 50 mil habitantes que optaram pela publicação simplificada. A periodicidade padrão do relatório é quadrimestral. Available values : Q, S"
354,co_poder,string,,"Código do poder E = Executivo, L = Legislativo, J = Judiciário, M = Ministério Público, D = Defensoria Pública Available values : E, L, J, M, D"
355,me_referencia,integer,,Mês de referência da matriz
356,co_tipo_matriz,string,,"Tipo de matriz enviada ao Siconfi: mensal ou agregada (MSCC) ou de encerramento do exercício (MSCE). Available values : MSCC, MSCE"
357,classe_conta,integer,,"Classe de contas contábeis que recebem lançamentos de natureza patrimonial. Available values : 1, 2, 3, 4"
358,id_tv,string,,"Os valores detalhados em uma MSC podem ser de três tipos: saldo incial (beginning_balance), saldo final (ending_balance) ou movimento (period_change). Available values : beginning_balance, period_change, ending_balance"
107,te_ano_avaliacao_atual,VARCHAR(100),15.45,Ano de Avaliação
108,te_ano_avaliacao_menos_um,VARCHAR(100),15.45,Ano de Avaliação - 1
109,dt_exercicio_inicial,"DECIMAL(4,0)",2015,Exercício Inicial
110,nr_fluxo,"DECIMAL(6,0)",121000,Código Tab. Fluxo Atuarial (Tabela Interna)
111,no_fluxo,VARCHAR(120),Benefícios a Conceder - Contribuições do Ente,Descrição
112,vl_projetado,VARCHAR(8000) CHARACTER SET UNICODE,960427,Projetada para Ano da Data da Avaliação
113,vl_executado,VARCHAR(8000) CHARACTER SET UNICODE,945432.18,Valor Executado no Ano da Data da Avaliação
114,vl_diferenca,VARCHAR(8000) CHARACTER SET UNICODE,14994.82,Valor da Diferença
115,tp_beneficiario,VARCHAR(20) CHARACTER SET UNICODE,Servidores,Tipo de Beneficiário
116,vl_anual_contribuicao,VARCHAR(8000) CHARACTER SET UNICODE,4993815.19,Valor Anual da Geração Atual
117,vl_mensal_contribuicao,VARCHAR(8000) CHARACTER SET UNICODE,356336.6,Valor Mensal Estatística da População Coberta
118,cd_plano_beneficio,"DECIMAL(6,0)",110101,Código Plano de Benefícios (Tabela Interna)
119,no_beneficio,VARCHAR(200),Aposentadoria Por Invalidez Permanente,Benefícios
120,vl_custo_anual_previsto,VARCHAR(8000) CHARACTER SET UNICODE,399086.25,Valor Custo Anual Previsto
121,pc_contribuicao,"DECIMAL(15,2)",2.47,% Sobre Base de Contribuição
122,cd_custo_normal_reparticao,"DECIMAL(6,0)",110102,Código Plano de Benefícios
123,no_reparticao,VARCHAR(200),Pensão Por Morte de Aposentado por Invalidez,Benefícios
124,vl_pago_dois_anos_antes,VARCHAR(8000) CHARACTER SET UNICODE,0.01,Valor Pago Dois Anos Antes do Ano da Avaliação
125,vl_pago_um_ano_antes,VARCHAR(8000) CHARACTER SET UNICODE,1059.7,Valor Pago Um Ano Antes do Ano da Avaliação
126,vl_pago_ano_atual,VARCHAR(8000) CHARACTER SET UNICODE,943.2,Valor Pago Ano da Avaliação
127,vl_minimo_um_ano_apos,VARCHAR(8000) CHARACTER SET UNICODE,0.00,Valor Mínimo Próximo Ano do Ano da Avaliação
128,vl_previsto_um_ano_apos,VARCHAR(8000) CHARACTER SET UNICODE,70921.26,Valor Previsto Próximo Ano do Ano da Avaliação
129,cnpj_orgao,CHAR(14),11806792000102,CNPJ Órgão/Entidade
130,cd_populacao,"DECIMAL(7,0)",3430200,Código População Coberta
131,tp_populacao,VARCHAR(20),Aposentados,População Coberta - Descrição Nível 1
132,no_cat_populacao,VARCHAR(100),DEMAIS SERVIDORES,População Coberta - Descrição Nível 2
133,no_regra_enquadramento,VARCHAR(100),Compulsória,População Coberta - Descrição Nível 3
1184,dataReferencia,path,AAAAMMDD,data de referência da agenda no formato AAAAMMDD
1185,v,query,,	(opcional) - Versão do serviço
1186,mes,PATH,AAAAMM,mês de referência da agenda no formato AAAAMM
1187,codigo,path,,código do bloco parlamentar
1188,codigo,path,,código da comissão
1189,ativas,query,,"(opcional) para vagas ativas apenas (S). Para todas, não informe este parâmetro."
1190,codParlamentar	,query,,(opcional) - Código do parlamentar	
1191,siglaComissao,query,,(opcional) - Sigla da comissão
1192,"sigla ",query,,Sigla da comissão (em maiúsculo)
1193,agrupador,query,,(opcional) filtra apenas as tags agrupadoras (S) ou as de conteúdo simples (N)
1194,termo,query,,(opcional) termo que se quer pesquisar no glossário
1195,ano,query,,(opcional) - Ano da norma
1196,complemento,query,,(opcional) - letra de complemento (somente para versão 3 ou posterior)
1197,data,query,YYYYMMDD,	(opcional) formato (YYYYMMDD) - Data da assinatura da norma (somente para versão 3 ou posterior)
1198,ident,query,,(opcional) - letra de identificação (somente para versão 3 ou posterior)
1199,numero,query,,(opcional) - Número da norma
1200,reedicao,query,,(opcional) - número sequencial e reedição (somente para versão 3 ou posterior)
1201,seq,query,,	(opcional) - número sequencial da assinatura da norma na data (somente para versão 3 ou posterior)
1202,tipo,query,,(opcional) - Sigla do tipo da norma
1203,codigo,query,,Código do documento
1204,anoseq,query,,ano da data de assinatura do documento ou sequencial
1205,numdata	,query,,número do documento ou data da assinatura
1206,tipo,query,,Sigla do tipo do documento
1207,tipo,path,,"Tipo da comissão: permanente, cpi ou temporaria"
1208,comissao,path,,Sigla da comissão
1209,dataFim,query,AAAAMMDD,"(opcional) - Data de fim do período da pesquisa no formato AAAAMMDD. Se não for informada, dataFim = data atual"
1210,"dataInicio        ",query,AAAAMMDD,"(opcional) - Data de início do período da pesquisa no formato AAAAMMDD. Se não for informada, dataInicio = data atual - 1 mês"
1211,tipo,query,,	(opcional) - Sigla do tipo de identificação do documento
1212,pagina,query,,(obrigatório) - Número da página da lista de Requerimentos. Se não informado assume 0.
1213,tamanho,query,,(opcional) - Tamanho da página. É o número de registros retornados por página. Valor padrão 20. Valor permitido de 5 a 30.
1214,materia	,query,,(opcional) - Código da matéria
1215,situacao,query,," Sigla da situação atual da matéria	"
1216,ano,query,,Ano (com 4 dígitos) da proposição
1217,comissao,query,,Sigla da comissão
1218,sigla,query,," Sigla do tipo de proposição"
1219,tipo,path,,Sigla do tipo de proposição (em maiúsculo)
1220,codPrazo,path,,Código do tipo do prazo
1221,comissao,query,,
1222,tipo,query,,
1223,codigo,path,,codigoSenador
